,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
857,Java,4135513499,PURVIEW,"Pune, Maharashtra, India",2025-01-27,['java'],Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
858,Engineer - Java Backend,4151914271,NielsenIQ,"Pune, Maharashtra, India",2025-02-13,"['java', 'Spring Boot']",Mid-Senior level,Full-time,General Business,Market Research
859,Java developer,4109957273,Altraize,"Pune, Maharashtra, India",2024-12-01,"['java', 'Spring Boot', 'Microservices', 'Redis', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
860,Java Developer,4139322561,Altraize,"Pune, Maharashtra, India",2025-01-05,"['java', 'Spring Boot', 'RESTful APIs']",Associate,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting
861,Senior Java Developer,4143183527,Timely Find,"Pune, Maharashtra, India",2025-02-04,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,Human Resources Services
862,Software Engineer - Java,3627616023,Lentra,"Pune, Maharashtra, India",2023-06-06,"['java', 'C', 'Spring Boot', 'Data Structures', 'Backend Development', 'Full Stack Development', 'Android Development']",Associate,Full-time,Engineering and Information Technology,Financial Services
863,Java Developer,4051865659,Tekdi Technologies,"Pune, Maharashtra, India",2024-10-18,"['java', 'Spring Boot', 'Microservices']",Associate,Full-time,Engineering and Information Technology,Information Technology & Services
864,Java Web Developer,4042554580,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-17,"['java', 'Spring Boot']",Mid-Senior level,Contract,Engineering and Information Technology,"Technology, Information and Internet"
865,Senior Java Developer,4143183511,Timely Find,"Pune, Maharashtra, India",2025-02-04,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,Human Resources Services
866,Quality Assurance Engineer,4149214604,Spiralyze,"Pune, Maharashtra, India",2025-02-10,"['java', 'JavaScript', 'HTML', 'CSS', 'Frontend Development', 'Selenium', 'JIRA']",Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing
867,Java Lead with Core Banking,4147637513,Oracle,Mumbai Metropolitan Region,2025-02-11,"['java', 'Spring Boot', 'Go', 'Microservices', 'Unit Testing']",Mid-Senior level,Contract,"Information Technology, Customer Service, and Other",IT Services and IT Consulting
868,Java Experienced Required,4087291817,Concourse Solutions Private Limited,"Pune, Maharashtra, India",2024-11-28,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
869,Java Developer,4037130213,CodersBrain,"Pune, Maharashtra, India",2024-09-06,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
870,Java Developer,4083399692,Atgeir Solutions,"Pune, Maharashtra, India",2024-11-26,"['java', 'Spring Boot']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
871,Java Developer,3656700257,Legasis Private Limited,"Pune, Maharashtra, India",2023-06-12,"['java', 'iOS Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
872,Java Developer,4145134776,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['java', 'Google Cloud', 'Software Architecture', 'Microservices']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
873,Java backend developer_Jessica_Capgemini,4037198135,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['java', 'Spring Boot', 'Microservices', 'NoSQL', 'Kafka']",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
874,Java developer__Bhanu,4037169835,CodersBrain,"Pune, Maharashtra, India",2024-09-06,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
875,Java developer_PUNE,4037196534,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['java', 'Spring Boot', 'DBMS']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
876,Java Developer _SuperSorcing,4037194061,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['java', 'MongoDB', 'Microservices', 'NoSQL', 'Kafka']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
877,Java Developer,4037133051,CodersBrain,Mumbai Metropolitan Region,2024-09-06,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
878,Java Architect,4139143010,Persistent Systems,"Pune, Maharashtra, India",2025-01-31,"['java', 'Spring Boot', 'CI/CD', 'Microservices', 'Redis', 'Competitive Programming', 'Kafka']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
879,Java Developer,4137142052,Viraaj HR Solutions Private Limited,"Pune, Maharashtra, India",2025-01-28,"['java', 'RESTful APIs', 'Competitive Programming']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
881,"Java Developer, AWS",4037191765,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
882,Software Developer - Java,4074123853,Interface Infosoft Solutions Pvt Ltd,"Pune, Maharashtra, India",2024-11-11,"['java', 'Full Stack Development']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
883,Java Developer,4130220634,Whitefield Careers,"Pune, Maharashtra, India",2024-12-25,"['java', 'Spring Boot', 'Microservices']",Associate,Contract,Engineering and Information Technology,Human Resources
884,Java Developer,4130218271,Whitefield Careers,"Pune, Maharashtra, India",2024-12-25,['java'],Mid-Senior level,Contract,Engineering and Information Technology,Human Resources
885,Interesting Job Opportunity: JSW One Platforms - Backend Developer - Java/Spring/Microservices Architecture,4139517989,JSW One Platforms Ltd.,"Mumbai, Maharashtra, India",2025-01-31,"['java', 'Microservices', 'Data Structures', 'NoSQL', 'Redis', 'RESTful APIs', 'Backend Development', 'Full Stack Development']",Entry level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media"
886,"TCS Hiring for Java, Spring boot & Microservices !!",4130219071,Risk Resources,"Pune, Maharashtra, India",2024-12-25,"['java', 'Spring Boot', 'Microservices', 'NoSQL']",Director,Full-time,Engineering and Information Technology,Business Consulting and Services
887,Java,4106588724,PURVIEW,"Pune, Maharashtra, India",2024-12-23,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
888,Java Developer,4148951433,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['java', 'Spring Boot']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
889,JAVA Developer,4050512462,Ed5 AI Engine,Mumbai Metropolitan Region,2024-10-16,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,E-Learning Providers
890,JAVA Developer,4050514142,Ed5 AI Engine,Mumbai Metropolitan Region,2024-10-16,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,E-Learning Providers
891,Java Developer,4133877458,Virtusa,"Pune, Maharashtra, India",2025-02-15,"['java', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
892,Java Backend,4019059536,Cortex Consultants LLC,Pune/Pimpri-Chinchwad Area,2024-09-06,"['java', 'Spring Boot', 'DBMS']",Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting
893,Java Developer,4148749747,HARMAN India,"Mulshi, Maharashtra, India",2025-02-12,"['java', 'Spring Boot', 'Microservices', 'Kafka']",Associate,Full-time,Engineering and Information Technology,Computers and Electronics Manufacturing
894,Engineer - Java/Oracle,4140181149,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,['java'],Not Applicable,Full-time,Engineering and Information Technology,Financial Services
895,Engineer - Java/Oracle,4140176620,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,['java'],Not Applicable,Full-time,Engineering and Information Technology,Financial Services
896,JAVA - AWS,4132966891,Oracle,"Pune, Maharashtra, India",2025-02-15,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
897,Java Developer,4106588736,PURVIEW,"Pune, Maharashtra, India",2024-12-23,['java'],Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
898,Java Developer,4117390176,Equifax,"Pune, Maharashtra, India",2025-01-28,"['java', 'Microservices', 'Edge Computing']",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services
899,Java Software Engineer,4136383375,HCLTech,"Pune, Maharashtra, India",2025-01-29,"['java', 'HTML', 'Spring Boot', 'Spark', 'Redis', 'Full Stack Development', 'Unit Testing', 'Kafka']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
900,Java Web Developer,4042552906,YO IT CONSULTING,Mumbai Metropolitan Region,2024-09-17,"['java', 'Spring Boot']",Mid-Senior level,Contract,Engineering and Information Technology,"Technology, Information and Internet"
901,Java Developer,4128264081,Paragyte Technologies,"Pune, Maharashtra, India",2025-01-17,"['java', 'Data Structures']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
902,Java,3627622837,MedDNA,"Pune, Maharashtra, India",2023-06-06,"['java', 'RESTful APIs']",Entry level,Full-time,Engineering and Information Technology,Wellness and Fitness Services
903,Java SpringBoot + Azure,4089929643,NuStar Technologies,"Khed, Maharashtra, India",2024-12-04,"['java', 'Spring Boot', 'Microservices', 'NoSQL', 'RESTful APIs']",Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services
904,Senior Java Engineer,4126832742,TestUnity,"Pune, Maharashtra, India",2025-01-15,"['java', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
905,Java Backend Developer,4129440802,LTIMindtree,"Mumbai, Maharashtra, India",2025-01-21,"['java', 'Spring Boot', 'Microservices', 'Full Stack Development']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
906,Java Backend Developer_Shilpa_Capgemini,4037197383,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['java', 'Spring Boot', 'Microservices', 'Backend Development']",Associate,Contract,Engineering and Information Technology,IT Services and IT Consulting
907,Core Java Developer,4150761064,Infraveo Technologies,"Pune, Maharashtra, India",2025-02-13,['java'],Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting
908,Software Engineer Java,4133041137,Equifax,"Pune, Maharashtra, India",2025-02-15,"['java', 'Microservices', 'Edge Computing', 'Android Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services
909,Senior Java Developer,3970138726,Tekdi Technologies,"Pune, Maharashtra, India",2024-07-09,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services
910,JAVA - AWS,4132970805,Oracle,Mumbai Metropolitan Region,2025-02-15,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
911,Java API,4106591393,PURVIEW,"Pune, Maharashtra, India",2024-12-23,['java'],Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
912,Engineer - Java/Oracle,4140182078,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,['java'],Not Applicable,Full-time,Engineering and Information Technology,Financial Services
913,Engineer - Java/Oracle,4140175864,Deutsche Bank,"Pune, Maharashtra, India",2025-02-12,['java'],Not Applicable,Full-time,Engineering and Information Technology,Financial Services
914,Java Backend - Senior Engineer,4148114492,Deutsche Bank,"Pune, Maharashtra, India",2025-01-17,"['java', 'MongoDB', 'Spring Boot', 'unity', 'Microservices', 'NoSQL', 'Kafka']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
915,Sr. Java Developer,4094044681,Coditas,"Pune, Maharashtra, India",2024-12-11,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
916,Senior Java Developer,4141976258,Coditas,"Pune, Maharashtra, India",2025-02-03,"['java', 'Spring Boot', 'Microservices']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
917,Interesting Job Opportunity: Java Developer - Spring Boot,4122463008,Hitya Global,Mumbai Metropolitan Region,2025-01-11,"['java', 'Spring Boot', 'Microservices', 'Data Structures', 'Redis', 'Kafka']",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media"
918,"Java Development Internship in Thane, Navi Mumbai",4143059961,FynTune Solution Private Limited,"Navi Mumbai, Maharashtra, India",2025-02-04,"['java', 'HTML', 'CSS', 'Backend Development', 'Full Stack Development']",Internship,Internship,Information Technology and Engineering,Software Development and Higher Education
919,Software Engineer Java,4133038662,Equifax,"Pune, Maharashtra, India",2025-02-15,"['java', 'Microservices', 'Edge Computing']",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services
920,Java +MSB+Kafka Developer,4080116515,TalentBox Labs Inc,Mumbai Metropolitan Region,2024-11-22,"['java', 'Spring Boot', 'Kafka']",Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet"
921,Java Developer -Pune,4143970027,Citi,"Pune, Maharashtra, India",2025-02-05,"['java', 'MongoDB']",Not Applicable,Full-time,Engineering and Information Technology,"Banking, Financial Services, and Investment Banking"
922,Java Developer / Java Architect,4050393241,Intuitive Apps Inc.,Mumbai Metropolitan Region,2024-10-16,"['java', 'NoSQL']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
923,Java Springboot & Microservices,4130224080,Risk Resources,"Pune, Maharashtra, India",2024-12-25,"['java', 'Spring Boot', 'RESTful APIs']",Associate,Full-time,Engineering and Information Technology,Business Consulting and Services
